===== Machine 0 has PID 8204 and clockspeed 12 Hz =====
EVENT[T: 1457886290][LC: 1168] - RECIEVE: Proc 0. Queue size is 296
EVENT[T: 1457886290][LC: 1171] - RECIEVE: Proc 0. Queue size is 296
EVENT[T: 1457886290][LC: 1174] - RECIEVE: Proc 0. Queue size is 297
EVENT[T: 1457886290][LC: 1177] - RECIEVE: Proc 0. Queue size is 297
EVENT[T: 1457886290][LC: 1179] - RECIEVE: Proc 0. Queue size is 300
EVENT[T: 1457886290][LC: 1182] - RECIEVE: Proc 0. Queue size is 302
EVENT[T: 1457886290][LC: 1187] - RECIEVE: Proc 0. Queue size is 302
EVENT[T: 1457886290][LC: 1188] - RECIEVE: Proc 0. Queue size is 303
EVENT[T: 1457886291][LC: 1191] - RECIEVE: Proc 0. Queue size is 304
EVENT[T: 1457886291][LC: 1197] - RECIEVE: Proc 0. Queue size is 303
EVENT[T: 1457886291][LC: 1199] - RECIEVE: Proc 0. Queue size is 304
EVENT[T: 1457886291][LC: 1200] - RECIEVE: Proc 0. Queue size is 304
EVENT[T: 1457886291][LC: 1202] - RECIEVE: Proc 0. Queue size is 306
EVENT[T: 1457886291][LC: 1204] - RECIEVE: Proc 0. Queue size is 311
EVENT[T: 1457886291][LC: 1206] - RECIEVE: Proc 0. Queue size is 314
EVENT[T: 1457886291][LC: 1214] - RECIEVE: Proc 0. Queue size is 315
EVENT[T: 1457886291][LC: 1215] - RECIEVE: Proc 0. Queue size is 317
EVENT[T: 1457886291][LC: 1216] - RECIEVE: Proc 0. Queue size is 317
EVENT[T: 1457886291][LC: 1217] - RECIEVE: Proc 0. Queue size is 318
EVENT[T: 1457886292][LC: 1218] - RECIEVE: Proc 0. Queue size is 319
EVENT[T: 1457886292][LC: 1222] - RECIEVE: Proc 0. Queue size is 318
EVENT[T: 1457886292][LC: 1224] - RECIEVE: Proc 0. Queue size is 318
EVENT[T: 1457886292][LC: 1230] - RECIEVE: Proc 0. Queue size is 319
EVENT[T: 1457886292][LC: 1231] - RECIEVE: Proc 0. Queue size is 320
EVENT[T: 1457886292][LC: 1236] - RECIEVE: Proc 0. Queue size is 322
EVENT[T: 1457886292][LC: 1241] - RECIEVE: Proc 0. Queue size is 322
EVENT[T: 1457886292][LC: 1242] - RECIEVE: Proc 0. Queue size is 323
EVENT[T: 1457886292][LC: 1246] - RECIEVE: Proc 0. Queue size is 324
EVENT[T: 1457886292][LC: 1249] - RECIEVE: Proc 0. Queue size is 325
EVENT[T: 1457886292][LC: 1250] - RECIEVE: Proc 0. Queue size is 324
EVENT[T: 1457886292][LC: 1251] - RECIEVE: Proc 0. Queue size is 324
EVENT[T: 1457886293][LC: 1252] - RECIEVE: Proc 0. Queue size is 324
EVENT[T: 1457886293][LC: 1253] - RECIEVE: Proc 0. Queue size is 324
EVENT[T: 1457886293][LC: 1254] - RECIEVE: Proc 0. Queue size is 327
EVENT[T: 1457886293][LC: 1255] - RECIEVE: Proc 0. Queue size is 328
EVENT[T: 1457886293][LC: 1267] - RECIEVE: Proc 0. Queue size is 329
EVENT[T: 1457886293][LC: 1268] - RECIEVE: Proc 0. Queue size is 330
EVENT[T: 1457886293][LC: 1271] - RECIEVE: Proc 0. Queue size is 329
EVENT[T: 1457886293][LC: 1272] - RECIEVE: Proc 0. Queue size is 330
EVENT[T: 1457886293][LC: 1275] - RECIEVE: Proc 0. Queue size is 330
EVENT[T: 1457886293][LC: 1276] - RECIEVE: Proc 0. Queue size is 333
EVENT[T: 1457886293][LC: 1277] - RECIEVE: Proc 0. Queue size is 334
EVENT[T: 1457886293][LC: 1279] - RECIEVE: Proc 0. Queue size is 334
EVENT[T: 1457886294][LC: 1288] - RECIEVE: Proc 0. Queue size is 337
EVENT[T: 1457886294][LC: 1295] - RECIEVE: Proc 0. Queue size is 338
EVENT[T: 1457886294][LC: 1306] - RECIEVE: Proc 0. Queue size is 339
EVENT[T: 1457886294][LC: 1308] - RECIEVE: Proc 0. Queue size is 339
EVENT[T: 1457886294][LC: 1311] - RECIEVE: Proc 0. Queue size is 339
EVENT[T: 1457886294][LC: 1314] - RECIEVE: Proc 0. Queue size is 338
EVENT[T: 1457886294][LC: 1315] - RECIEVE: Proc 0. Queue size is 339
EVENT[T: 1457886294][LC: 1317] - RECIEVE: Proc 0. Queue size is 341
EVENT[T: 1457886294][LC: 1318] - RECIEVE: Proc 0. Queue size is 342
EVENT[T: 1457886294][LC: 1329] - RECIEVE: Proc 0. Queue size is 343
EVENT[T: 1457886294][LC: 1330] - RECIEVE: Proc 0. Queue size is 345
EVENT[T: 1457886294][LC: 1333] - RECIEVE: Proc 0. Queue size is 347
EVENT[T: 1457886295][LC: 1338] - RECIEVE: Proc 0. Queue size is 347
EVENT[T: 1457886295][LC: 1339] - RECIEVE: Proc 0. Queue size is 347
EVENT[T: 1457886295][LC: 1344] - RECIEVE: Proc 0. Queue size is 347
EVENT[T: 1457886295][LC: 1346] - RECIEVE: Proc 0. Queue size is 348
EVENT[T: 1457886295][LC: 1353] - RECIEVE: Proc 0. Queue size is 350
EVENT[T: 1457886295][LC: 1367] - RECIEVE: Proc 0. Queue size is 351
EVENT[T: 1457886295][LC: 1369] - RECIEVE: Proc 0. Queue size is 352
EVENT[T: 1457886295][LC: 1372] - RECIEVE: Proc 0. Queue size is 353
EVENT[T: 1457886295][LC: 1378] - RECIEVE: Proc 0. Queue size is 354
EVENT[T: 1457886295][LC: 1385] - RECIEVE: Proc 0. Queue size is 354
EVENT[T: 1457886295][LC: 1387] - RECIEVE: Proc 0. Queue size is 355
EVENT[T: 1457886295][LC: 1389] - RECIEVE: Proc 0. Queue size is 357
EVENT[T: 1457886296][LC: 1394] - RECIEVE: Proc 0. Queue size is 360
EVENT[T: 1457886296][LC: 1397] - RECIEVE: Proc 0. Queue size is 361
EVENT[T: 1457886296][LC: 1402] - RECIEVE: Proc 0. Queue size is 361
EVENT[T: 1457886296][LC: 1410] - RECIEVE: Proc 0. Queue size is 362
EVENT[T: 1457886296][LC: 1412] - RECIEVE: Proc 0. Queue size is 363
EVENT[T: 1457886296][LC: 1414] - RECIEVE: Proc 0. Queue size is 364
EVENT[T: 1457886296][LC: 1415] - RECIEVE: Proc 0. Queue size is 364
EVENT[T: 1457886296][LC: 1417] - RECIEVE: Proc 0. Queue size is 366
EVENT[T: 1457886296][LC: 1418] - RECIEVE: Proc 0. Queue size is 367
EVENT[T: 1457886296][LC: 1425] - RECIEVE: Proc 0. Queue size is 369
EVENT[T: 1457886296][LC: 1430] - RECIEVE: Proc 0. Queue size is 371
EVENT[T: 1457886296][LC: 1435] - RECIEVE: Proc 0. Queue size is 371
EVENT[T: 1457886297][LC: 1437] - RECIEVE: Proc 0. Queue size is 371
EVENT[T: 1457886297][LC: 1441] - RECIEVE: Proc 0. Queue size is 373
EVENT[T: 1457886297][LC: 1443] - RECIEVE: Proc 0. Queue size is 375
EVENT[T: 1457886297][LC: 1446] - RECIEVE: Proc 0. Queue size is 377
EVENT[T: 1457886297][LC: 1448] - RECIEVE: Proc 0. Queue size is 380
EVENT[T: 1457886297][LC: 1453] - RECIEVE: Proc 0. Queue size is 381
EVENT[T: 1457886297][LC: 1454] - RECIEVE: Proc 0. Queue size is 381
EVENT[T: 1457886297][LC: 1455] - RECIEVE: Proc 0. Queue size is 383
EVENT[T: 1457886297][LC: 1456] - RECIEVE: Proc 0. Queue size is 382
EVENT[T: 1457886297][LC: 1462] - RECIEVE: Proc 0. Queue size is 381
EVENT[T: 1457886297][LC: 1469] - RECIEVE: Proc 0. Queue size is 383
EVENT[T: 1457886297][LC: 1470] - RECIEVE: Proc 0. Queue size is 384
EVENT[T: 1457886298][LC: 1476] - RECIEVE: Proc 0. Queue size is 385
EVENT[T: 1457886298][LC: 1485] - RECIEVE: Proc 0. Queue size is 386
EVENT[T: 1457886298][LC: 1486] - RECIEVE: Proc 0. Queue size is 388
EVENT[T: 1457886298][LC: 1490] - RECIEVE: Proc 0. Queue size is 390
EVENT[T: 1457886298][LC: 1491] - RECIEVE: Proc 0. Queue size is 390
EVENT[T: 1457886298][LC: 1492] - RECIEVE: Proc 0. Queue size is 391
EVENT[T: 1457886298][LC: 1497] - RECIEVE: Proc 0. Queue size is 393
EVENT[T: 1457886298][LC: 1505] - RECIEVE: Proc 0. Queue size is 393
EVENT[T: 1457886298][LC: 1514] - RECIEVE: Proc 0. Queue size is 395
EVENT[T: 1457886298][LC: 1517] - RECIEVE: Proc 0. Queue size is 396
EVENT[T: 1457886298][LC: 1518] - RECIEVE: Proc 0. Queue size is 396
EVENT[T: 1457886298][LC: 1519] - RECIEVE: Proc 0. Queue size is 397
EVENT[T: 1457886299][LC: 1522] - RECIEVE: Proc 0. Queue size is 399
EVENT[T: 1457886299][LC: 1525] - RECIEVE: Proc 0. Queue size is 400
EVENT[T: 1457886299][LC: 1530] - RECIEVE: Proc 0. Queue size is 402
EVENT[T: 1457886299][LC: 1536] - RECIEVE: Proc 0. Queue size is 401
EVENT[T: 1457886299][LC: 1548] - RECIEVE: Proc 0. Queue size is 401
EVENT[T: 1457886299][LC: 1549] - RECIEVE: Proc 0. Queue size is 403
EVENT[T: 1457886299][LC: 1555] - RECIEVE: Proc 0. Queue size is 402
EVENT[T: 1457886299][LC: 1556] - RECIEVE: Proc 0. Queue size is 406
EVENT[T: 1457886299][LC: 1563] - RECIEVE: Proc 0. Queue size is 409
EVENT[T: 1457886299][LC: 1575] - RECIEVE: Proc 0. Queue size is 410
EVENT[T: 1457886299][LC: 1579] - RECIEVE: Proc 0. Queue size is 410
EVENT[T: 1457886299][LC: 1583] - RECIEVE: Proc 0. Queue size is 411
EVENT[T: 1457886300][LC: 1585] - RECIEVE: Proc 0. Queue size is 411
EVENT[T: 1457886300][LC: 1586] - RECIEVE: Proc 0. Queue size is 411
EVENT[T: 1457886300][LC: 1587] - RECIEVE: Proc 0. Queue size is 413
EVENT[T: 1457886300][LC: 1588] - RECIEVE: Proc 0. Queue size is 412
EVENT[T: 1457886300][LC: 1589] - RECIEVE: Proc 0. Queue size is 414
EVENT[T: 1457886300][LC: 1590] - RECIEVE: Proc 0. Queue size is 413
EVENT[T: 1457886300][LC: 1591] - RECIEVE: Proc 0. Queue size is 415
EVENT[T: 1457886300][LC: 1598] - RECIEVE: Proc 0. Queue size is 416
EVENT[T: 1457886300][LC: 1599] - RECIEVE: Proc 0. Queue size is 416
EVENT[T: 1457886300][LC: 1600] - RECIEVE: Proc 0. Queue size is 418
EVENT[T: 1457886300][LC: 1601] - RECIEVE: Proc 0. Queue size is 417
EVENT[T: 1457886300][LC: 1612] - RECIEVE: Proc 0. Queue size is 417
EVENT[T: 1457886301][LC: 1613] - RECIEVE: Proc 0. Queue size is 418
EVENT[T: 1457886301][LC: 1614] - RECIEVE: Proc 0. Queue size is 418
EVENT[T: 1457886301][LC: 1615] - RECIEVE: Proc 0. Queue size is 422
EVENT[T: 1457886301][LC: 1617] - RECIEVE: Proc 0. Queue size is 422
EVENT[T: 1457886301][LC: 1625] - RECIEVE: Proc 0. Queue size is 422
EVENT[T: 1457886301][LC: 1627] - RECIEVE: Proc 0. Queue size is 422
EVENT[T: 1457886301][LC: 1638] - RECIEVE: Proc 0. Queue size is 426
EVENT[T: 1457886301][LC: 1642] - RECIEVE: Proc 0. Queue size is 427
EVENT[T: 1457886301][LC: 1648] - RECIEVE: Proc 0. Queue size is 427
EVENT[T: 1457886301][LC: 1657] - RECIEVE: Proc 0. Queue size is 429
EVENT[T: 1457886301][LC: 1660] - RECIEVE: Proc 0. Queue size is 430
EVENT[T: 1457886301][LC: 1666] - RECIEVE: Proc 0. Queue size is 431
EVENT[T: 1457886302][LC: 1669] - RECIEVE: Proc 0. Queue size is 434
EVENT[T: 1457886302][LC: 1675] - RECIEVE: Proc 0. Queue size is 435
EVENT[T: 1457886302][LC: 1680] - RECIEVE: Proc 0. Queue size is 435
EVENT[T: 1457886302][LC: 1681] - RECIEVE: Proc 0. Queue size is 435
EVENT[T: 1457886302][LC: 1682] - RECIEVE: Proc 0. Queue size is 435
EVENT[T: 1457886302][LC: 1690] - RECIEVE: Proc 0. Queue size is 436
EVENT[T: 1457886302][LC: 1691] - RECIEVE: Proc 0. Queue size is 439
EVENT[T: 1457886302][LC: 1692] - RECIEVE: Proc 0. Queue size is 440
EVENT[T: 1457886302][LC: 1698] - RECIEVE: Proc 0. Queue size is 442
EVENT[T: 1457886302][LC: 1706] - RECIEVE: Proc 0. Queue size is 443
EVENT[T: 1457886302][LC: 1707] - RECIEVE: Proc 0. Queue size is 442
EVENT[T: 1457886302][LC: 1709] - RECIEVE: Proc 0. Queue size is 443
EVENT[T: 1457886303][LC: 1710] - RECIEVE: Proc 0. Queue size is 443
EVENT[T: 1457886303][LC: 1712] - RECIEVE: Proc 0. Queue size is 444
EVENT[T: 1457886303][LC: 1713] - RECIEVE: Proc 0. Queue size is 443
EVENT[T: 1457886303][LC: 1716] - RECIEVE: Proc 0. Queue size is 443
EVENT[T: 1457886303][LC: 1717] - RECIEVE: Proc 0. Queue size is 445
EVENT[T: 1457886303][LC: 1720] - RECIEVE: Proc 0. Queue size is 445
EVENT[T: 1457886303][LC: 1725] - RECIEVE: Proc 0. Queue size is 445
EVENT[T: 1457886303][LC: 1734] - RECIEVE: Proc 0. Queue size is 445
EVENT[T: 1457886303][LC: 1736] - RECIEVE: Proc 0. Queue size is 445
EVENT[T: 1457886303][LC: 1744] - RECIEVE: Proc 0. Queue size is 446
EVENT[T: 1457886303][LC: 1748] - RECIEVE: Proc 0. Queue size is 447
EVENT[T: 1457886303][LC: 1755] - RECIEVE: Proc 0. Queue size is 449
EVENT[T: 1457886304][LC: 1756] - RECIEVE: Proc 0. Queue size is 449
EVENT[T: 1457886304][LC: 1759] - RECIEVE: Proc 0. Queue size is 450
EVENT[T: 1457886304][LC: 1760] - RECIEVE: Proc 0. Queue size is 450
EVENT[T: 1457886304][LC: 1765] - RECIEVE: Proc 0. Queue size is 450
EVENT[T: 1457886304][LC: 1766] - RECIEVE: Proc 0. Queue size is 451
EVENT[T: 1457886304][LC: 1769] - RECIEVE: Proc 0. Queue size is 452
EVENT[T: 1457886304][LC: 1770] - RECIEVE: Proc 0. Queue size is 452
EVENT[T: 1457886304][LC: 1778] - RECIEVE: Proc 0. Queue size is 452
EVENT[T: 1457886304][LC: 1783] - RECIEVE: Proc 0. Queue size is 452
EVENT[T: 1457886304][LC: 1791] - RECIEVE: Proc 0. Queue size is 455
EVENT[T: 1457886304][LC: 1793] - RECIEVE: Proc 0. Queue size is 456
EVENT[T: 1457886305][LC: 1795] - RECIEVE: Proc 0. Queue size is 458
EVENT[T: 1457886305][LC: 1797] - RECIEVE: Proc 0. Queue size is 458
EVENT[T: 1457886305][LC: 1803] - RECIEVE: Proc 0. Queue size is 457
EVENT[T: 1457886305][LC: 1805] - RECIEVE: Proc 0. Queue size is 458
EVENT[T: 1457886305][LC: 1806] - RECIEVE: Proc 0. Queue size is 458
EVENT[T: 1457886305][LC: 1813] - RECIEVE: Proc 0. Queue size is 459
EVENT[T: 1457886305][LC: 1822] - RECIEVE: Proc 0. Queue size is 460
EVENT[T: 1457886305][LC: 1823] - RECIEVE: Proc 0. Queue size is 460
EVENT[T: 1457886305][LC: 1824] - RECIEVE: Proc 0. Queue size is 460
EVENT[T: 1457886305][LC: 1825] - RECIEVE: Proc 0. Queue size is 460
EVENT[T: 1457886305][LC: 1826] - RECIEVE: Proc 0. Queue size is 462
EVENT[T: 1457886305][LC: 1829] - RECIEVE: Proc 0. Queue size is 461
EVENT[T: 1457886306][LC: 1831] - RECIEVE: Proc 0. Queue size is 461
EVENT[T: 1457886306][LC: 1833] - RECIEVE: Proc 0. Queue size is 462
EVENT[T: 1457886306][LC: 1842] - RECIEVE: Proc 0. Queue size is 463
EVENT[T: 1457886306][LC: 1845] - RECIEVE: Proc 0. Queue size is 466
EVENT[T: 1457886306][LC: 1846] - RECIEVE: Proc 0. Queue size is 466
EVENT[T: 1457886306][LC: 1847] - RECIEVE: Proc 0. Queue size is 466
EVENT[T: 1457886306][LC: 1857] - RECIEVE: Proc 0. Queue size is 468
EVENT[T: 1457886306][LC: 1858] - RECIEVE: Proc 0. Queue size is 469
EVENT[T: 1457886306][LC: 1869] - RECIEVE: Proc 0. Queue size is 470
EVENT[T: 1457886306][LC: 1871] - RECIEVE: Proc 0. Queue size is 472
EVENT[T: 1457886306][LC: 1874] - RECIEVE: Proc 0. Queue size is 471
EVENT[T: 1457886306][LC: 1878] - RECIEVE: Proc 0. Queue size is 475
EVENT[T: 1457886307][LC: 1879] - RECIEVE: Proc 0. Queue size is 477
EVENT[T: 1457886307][LC: 1880] - RECIEVE: Proc 0. Queue size is 477
EVENT[T: 1457886307][LC: 1885] - RECIEVE: Proc 0. Queue size is 478
EVENT[T: 1457886307][LC: 1886] - RECIEVE: Proc 0. Queue size is 478
EVENT[T: 1457886307][LC: 1889] - RECIEVE: Proc 0. Queue size is 477
EVENT[T: 1457886307][LC: 1897] - RECIEVE: Proc 0. Queue size is 480
EVENT[T: 1457886307][LC: 1899] - RECIEVE: Proc 0. Queue size is 481
EVENT[T: 1457886307][LC: 1902] - RECIEVE: Proc 0. Queue size is 484
EVENT[T: 1457886307][LC: 1906] - RECIEVE: Proc 0. Queue size is 485
EVENT[T: 1457886307][LC: 1907] - RECIEVE: Proc 0. Queue size is 485
EVENT[T: 1457886307][LC: 1912] - RECIEVE: Proc 0. Queue size is 487
EVENT[T: 1457886307][LC: 1915] - RECIEVE: Proc 0. Queue size is 489
EVENT[T: 1457886308][LC: 1919] - RECIEVE: Proc 0. Queue size is 489
EVENT[T: 1457886308][LC: 1928] - RECIEVE: Proc 0. Queue size is 489
EVENT[T: 1457886308][LC: 1931] - RECIEVE: Proc 0. Queue size is 492
EVENT[T: 1457886308][LC: 1932] - RECIEVE: Proc 0. Queue size is 494
EVENT[T: 1457886308][LC: 1937] - RECIEVE: Proc 0. Queue size is 496
EVENT[T: 1457886308][LC: 1939] - RECIEVE: Proc 0. Queue size is 496
EVENT[T: 1457886308][LC: 1944] - RECIEVE: Proc 0. Queue size is 497
EVENT[T: 1457886308][LC: 1946] - RECIEVE: Proc 0. Queue size is 496
EVENT[T: 1457886308][LC: 1949] - RECIEVE: Proc 0. Queue size is 498
EVENT[T: 1457886308][LC: 1952] - RECIEVE: Proc 0. Queue size is 499
EVENT[T: 1457886308][LC: 1953] - RECIEVE: Proc 0. Queue size is 499
EVENT[T: 1457886308][LC: 1956] - RECIEVE: Proc 0. Queue size is 500
EVENT[T: 1457886309][LC: 1957] - RECIEVE: Proc 0. Queue size is 501
EVENT[T: 1457886309][LC: 1959] - RECIEVE: Proc 0. Queue size is 502
EVENT[T: 1457886309][LC: 1963] - RECIEVE: Proc 0. Queue size is 502
EVENT[T: 1457886309][LC: 1980] - RECIEVE: Proc 0. Queue size is 504
EVENT[T: 1457886309][LC: 1982] - RECIEVE: Proc 0. Queue size is 506
EVENT[T: 1457886309][LC: 1987] - RECIEVE: Proc 0. Queue size is 507
EVENT[T: 1457886309][LC: 1988] - RECIEVE: Proc 0. Queue size is 509
EVENT[T: 1457886309][LC: 1995] - RECIEVE: Proc 0. Queue size is 511
EVENT[T: 1457886309][LC: 1997] - RECIEVE: Proc 0. Queue size is 511
EVENT[T: 1457886309][LC: 1999] - RECIEVE: Proc 0. Queue size is 512
EVENT[T: 1457886309][LC: 2000] - RECIEVE: Proc 0. Queue size is 513
EVENT[T: 1457886309][LC: 2001] - RECIEVE: Proc 0. Queue size is 513
EVENT[T: 1457886310][LC: 2002] - RECIEVE: Proc 0. Queue size is 515
EVENT[T: 1457886310][LC: 2003] - RECIEVE: Proc 0. Queue size is 515
EVENT[T: 1457886310][LC: 2007] - RECIEVE: Proc 0. Queue size is 515
EVENT[T: 1457886310][LC: 2011] - RECIEVE: Proc 0. Queue size is 515
EVENT[T: 1457886310][LC: 2014] - RECIEVE: Proc 0. Queue size is 515
EVENT[T: 1457886310][LC: 2018] - RECIEVE: Proc 0. Queue size is 516
EVENT[T: 1457886310][LC: 2019] - RECIEVE: Proc 0. Queue size is 516
EVENT[T: 1457886310][LC: 2022] - RECIEVE: Proc 0. Queue size is 518
EVENT[T: 1457886310][LC: 2024] - RECIEVE: Proc 0. Queue size is 517
EVENT[T: 1457886310][LC: 2025] - RECIEVE: Proc 0. Queue size is 519
EVENT[T: 1457886310][LC: 2029] - RECIEVE: Proc 0. Queue size is 522
EVENT[T: 1457886310][LC: 2034] - RECIEVE: Proc 0. Queue size is 521
EVENT[T: 1457886311][LC: 2035] - RECIEVE: Proc 0. Queue size is 521
EVENT[T: 1457886311][LC: 2044] - RECIEVE: Proc 0. Queue size is 522
EVENT[T: 1457886311][LC: 2045] - RECIEVE: Proc 0. Queue size is 523
EVENT[T: 1457886311][LC: 2048] - RECIEVE: Proc 0. Queue size is 526
EVENT[T: 1457886311][LC: 2050] - RECIEVE: Proc 0. Queue size is 526
EVENT[T: 1457886311][LC: 2052] - RECIEVE: Proc 0. Queue size is 528
EVENT[T: 1457886311][LC: 2054] - RECIEVE: Proc 0. Queue size is 529
EVENT[T: 1457886311][LC: 2055] - RECIEVE: Proc 0. Queue size is 529
EVENT[T: 1457886311][LC: 2056] - RECIEVE: Proc 0. Queue size is 529
EVENT[T: 1457886311][LC: 2073] - RECIEVE: Proc 0. Queue size is 530
EVENT[T: 1457886311][LC: 2092] - RECIEVE: Proc 0. Queue size is 530
EVENT[T: 1457886311][LC: 2094] - RECIEVE: Proc 0. Queue size is 533
EVENT[T: 1457886312][LC: 2096] - RECIEVE: Proc 0. Queue size is 535
EVENT[T: 1457886312][LC: 2101] - RECIEVE: Proc 0. Queue size is 536
EVENT[T: 1457886312][LC: 2103] - RECIEVE: Proc 0. Queue size is 537
EVENT[T: 1457886312][LC: 2104] - RECIEVE: Proc 0. Queue size is 539
EVENT[T: 1457886312][LC: 2105] - RECIEVE: Proc 0. Queue size is 542
EVENT[T: 1457886312][LC: 2110] - RECIEVE: Proc 0. Queue size is 542
EVENT[T: 1457886312][LC: 2111] - RECIEVE: Proc 0. Queue size is 544
EVENT[T: 1457886312][LC: 2113] - RECIEVE: Proc 0. Queue size is 545
EVENT[T: 1457886312][LC: 2116] - RECIEVE: Proc 0. Queue size is 547
EVENT[T: 1457886312][LC: 2117] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886312][LC: 2118] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886312][LC: 2122] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886313][LC: 2132] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886313][LC: 2133] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886313][LC: 2134] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886313][LC: 2136] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886313][LC: 2139] - RECIEVE: Proc 0. Queue size is 546
EVENT[T: 1457886313][LC: 2143] - RECIEVE: Proc 0. Queue size is 549
EVENT[T: 1457886313][LC: 2146] - RECIEVE: Proc 0. Queue size is 551
EVENT[T: 1457886313][LC: 2148] - RECIEVE: Proc 0. Queue size is 552
EVENT[T: 1457886313][LC: 2151] - RECIEVE: Proc 0. Queue size is 557
EVENT[T: 1457886313][LC: 2159] - RECIEVE: Proc 0. Queue size is 561
EVENT[T: 1457886313][LC: 2164] - RECIEVE: Proc 0. Queue size is 563
EVENT[T: 1457886313][LC: 2168] - RECIEVE: Proc 0. Queue size is 566
EVENT[T: 1457886314][LC: 2184] - RECIEVE: Proc 0. Queue size is 569
EVENT[T: 1457886314][LC: 2185] - RECIEVE: Proc 0. Queue size is 571
EVENT[T: 1457886314][LC: 2187] - RECIEVE: Proc 0. Queue size is 575
EVENT[T: 1457886314][LC: 2188] - RECIEVE: Proc 0. Queue size is 576
EVENT[T: 1457886314][LC: 2189] - RECIEVE: Proc 0. Queue size is 576
EVENT[T: 1457886314][LC: 2190] - RECIEVE: Proc 0. Queue size is 579
EVENT[T: 1457886314][LC: 2193] - RECIEVE: Proc 0. Queue size is 579
EVENT[T: 1457886314][LC: 2194] - RECIEVE: Proc 0. Queue size is 579
EVENT[T: 1457886314][LC: 2198] - RECIEVE: Proc 0. Queue size is 582
EVENT[T: 1457886314][LC: 2202] - RECIEVE: Proc 0. Queue size is 582
EVENT[T: 1457886314][LC: 2205] - RECIEVE: Proc 0. Queue size is 583
EVENT[T: 1457886314][LC: 2206] - RECIEVE: Proc 0. Queue size is 584
EVENT[T: 1457886315][LC: 2207] - RECIEVE: Proc 0. Queue size is 584
EVENT[T: 1457886315][LC: 2210] - RECIEVE: Proc 0. Queue size is 585
EVENT[T: 1457886315][LC: 2212] - RECIEVE: Proc 0. Queue size is 587
EVENT[T: 1457886315][LC: 2219] - RECIEVE: Proc 0. Queue size is 588
EVENT[T: 1457886315][LC: 2224] - RECIEVE: Proc 0. Queue size is 589
EVENT[T: 1457886315][LC: 2226] - RECIEVE: Proc 0. Queue size is 590
EVENT[T: 1457886315][LC: 2227] - RECIEVE: Proc 0. Queue size is 592
EVENT[T: 1457886315][LC: 2232] - RECIEVE: Proc 0. Queue size is 595
EVENT[T: 1457886315][LC: 2235] - RECIEVE: Proc 0. Queue size is 597
EVENT[T: 1457886315][LC: 2236] - RECIEVE: Proc 0. Queue size is 598
EVENT[T: 1457886315][LC: 2237] - RECIEVE: Proc 0. Queue size is 598
EVENT[T: 1457886315][LC: 2243] - RECIEVE: Proc 0. Queue size is 600
EVENT[T: 1457886316][LC: 2244] - RECIEVE: Proc 0. Queue size is 601
EVENT[T: 1457886316][LC: 2246] - RECIEVE: Proc 0. Queue size is 601
EVENT[T: 1457886316][LC: 2248] - RECIEVE: Proc 0. Queue size is 604
EVENT[T: 1457886316][LC: 2256] - RECIEVE: Proc 0. Queue size is 605
EVENT[T: 1457886316][LC: 2258] - RECIEVE: Proc 0. Queue size is 605
EVENT[T: 1457886316][LC: 2261] - RECIEVE: Proc 0. Queue size is 606
EVENT[T: 1457886316][LC: 2264] - RECIEVE: Proc 0. Queue size is 607
EVENT[T: 1457886316][LC: 2274] - RECIEVE: Proc 0. Queue size is 609
EVENT[T: 1457886316][LC: 2277] - RECIEVE: Proc 0. Queue size is 608
EVENT[T: 1457886316][LC: 2280] - RECIEVE: Proc 0. Queue size is 607
EVENT[T: 1457886316][LC: 2287] - RECIEVE: Proc 0. Queue size is 609
EVENT[T: 1457886316][LC: 2289] - RECIEVE: Proc 0. Queue size is 608
EVENT[T: 1457886317][LC: 2290] - RECIEVE: Proc 0. Queue size is 608
EVENT[T: 1457886317][LC: 2293] - RECIEVE: Proc 0. Queue size is 609
EVENT[T: 1457886317][LC: 2294] - RECIEVE: Proc 0. Queue size is 609
EVENT[T: 1457886317][LC: 2295] - RECIEVE: Proc 0. Queue size is 612
EVENT[T: 1457886317][LC: 2296] - RECIEVE: Proc 0. Queue size is 612
EVENT[T: 1457886317][LC: 2297] - RECIEVE: Proc 0. Queue size is 612
EVENT[T: 1457886317][LC: 2298] - RECIEVE: Proc 0. Queue size is 614
EVENT[T: 1457886317][LC: 2299] - RECIEVE: Proc 0. Queue size is 617
EVENT[T: 1457886317][LC: 2300] - RECIEVE: Proc 0. Queue size is 616
EVENT[T: 1457886317][LC: 2301] - RECIEVE: Proc 0. Queue size is 619
EVENT[T: 1457886317][LC: 2303] - RECIEVE: Proc 0. Queue size is 620
EVENT[T: 1457886317][LC: 2306] - RECIEVE: Proc 0. Queue size is 621
EVENT[T: 1457886318][LC: 2309] - RECIEVE: Proc 0. Queue size is 623
EVENT[T: 1457886318][LC: 2314] - RECIEVE: Proc 0. Queue size is 623
